Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
tensorflow tensorflow,An Open Source Machine Learning Framework for Everyone,"['C++', 'Python', 'MLIR', 'HTML', 'Starlark', 'Go', 'Other']",75030,192703,187918,1866,3775,219,https://github.com/tensorflow/tensorflow
microsoft ML-For-Beginners,"12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all","['Jupyter Notebook', 'HTML', 'Python', 'Vue', 'JavaScript', 'Dockerfile']",18782,80228,1826,4,134,0,https://github.com/microsoft/ML-For-Beginners
fighting41love funNLP,中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术…,['Python'],15087,77686,159,7,12,0,https://github.com/fighting41love/funNLP
ultralytics yolov5,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite,"['Python', 'Shell', 'Dockerfile']",17359,56291,2934,14,346,10,https://github.com/ultralytics/yolov5
Avik-Jain 100-Days-Of-ML-Code,100 Days of ML Coding,[],11244,48962,109,36,7,0,https://github.com/Avik-Jain/100-Days-Of-ML-Code
GokuMohandas Made-With-ML,"Learn how to design, develop, deploy and iterate on production-grade ML applications.","['Jupyter Notebook', 'Python', 'Other']",6965,44658,18,5,0,0,https://github.com/GokuMohandas/Made-With-ML
ray-project ray,Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.,"['Python', 'C++', 'Java', 'TypeScript', 'Starlark', 'Cython', 'Other']",6978,40192,28296,384,1321,120,https://github.com/ray-project/ray
fengdu78 Coursera-ML-AndrewNg-Notes,吴恩达老师的机器学习课程个人笔记,"['HTML', 'Jupyter Notebook', 'Python']",11093,35788,119,14,16,0,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes
microsoft qlib,"Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.","['Python', 'Other']",5337,34358,2049,40,143,23,https://github.com/microsoft/qlib
google-ai-edge mediapipe,"Cross-platform, customizable ML solutions for live and streaming media.","['C++', 'Python', 'Starlark', 'Java', 'Objective-C', 'Objective-C++', 'Other']",5637,32306,5131,158,91,63,https://github.com/google-ai-edge/mediapipe
lutzroeder netron,"Visualizer for neural network, deep learning and machine learning models","['JavaScript', 'Python', 'Other']",3040,31957,9536,2,0,3,https://github.com/lutzroeder/netron
eriklindernoren ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.,['Python'],5051,29743,374,27,6,0,https://github.com/eriklindernoren/ML-From-Scratch
ageron handson-ml2,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",['Jupyter Notebook'],13231,29664,915,14,68,0,https://github.com/ageron/handson-ml2
eugeneyan applied-ml,📚 Papers & tech blogs by companies sharing their work on data science & machine learning in production.,[],3829,28539,485,0,47,0,https://github.com/eugeneyan/applied-ml
ageron handson-ml,⛔️ DEPRECATED – See https://github.com/ageron/handson-ml3 instead.,"['Jupyter Notebook', 'Other']",12877,25796,509,18,37,0,https://github.com/ageron/handson-ml
microsoft JARVIS,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf","['Python', 'Vue', 'TypeScript', 'Shell', 'JavaScript', 'PowerShell', 'Other']",2057,24481,112,14,23,0,https://github.com/microsoft/JARVIS
mlflow mlflow,"The open source developer platform to build AI agents and models with confidence. Enhance your AI applications with end-to-end tracking, observability, and evaluations, all in one integrated platform.","['Python', 'TypeScript', 'JavaScript', 'Java', 'R', 'CSS', 'Other']",5043,23189,9646,545,926,152,https://github.com/mlflow/mlflow
ml-explore mlx,MLX: An array framework for Apple silicon,"['C++', 'Python', 'Cuda', 'Metal', 'CMake', 'C']",1409,22986,1554,21,185,65,https://github.com/ml-explore/mlx
lukasmasuch best-of-ml-python,🏆 A ranked list of awesome machine learning Python libraries. Updated weekly.,[],3046,22907,627,5,55,208,https://github.com/lukasmasuch/best-of-ml-python
MLEveryday 100-Days-Of-ML-Code,100-Days-Of-ML-Code中文版,"['Jupyter Notebook', 'Python']",5550,22115,323,1,20,0,https://github.com/MLEveryday/100-Days-Of-ML-Code
mlc-ai mlc-llm,Universal LLM Deployment Engine with ML Compilation,"['Python', 'C++', 'Kotlin', 'Swift', 'Shell', 'CMake', 'Other']",1876,21710,1728,29,149,0,https://github.com/mlc-ai/mlc-llm
onnx onnx,Open standard for machine learning interoperability,"['Python', 'C++', 'PureBasic', 'CMake', 'Shell', 'C']",3837,19981,3490,49,342,35,https://github.com/onnx/onnx
tensorflow tfjs,A WebGL accelerated JavaScript library for training and deploying ML models.,"['TypeScript', 'JavaScript', 'C++', 'Python', 'Starlark', 'HTML', 'Other']",2012,19032,6112,269,325,105,https://github.com/tensorflow/tfjs
Unity-Technologies ml-agents,The Unity Machine Learning Agents Toolkit (ML-Agents) is an open-source project that enables games and simulations to serve as environments for training intelligent agents using deep reinforcement learning and imitation learning.,"['C#', 'Python', 'Jupyter Notebook', 'ShaderLab', 'Shell', 'Batchfile']",4396,18914,3544,50,164,63,https://github.com/Unity-Technologies/ml-agents
huggingface candle,Minimalist ML framework for Rust,"['Rust', 'C++', 'Metal', 'Cuda', 'Python', 'HTML', 'Other']",1327,18748,2520,136,226,0,https://github.com/huggingface/candle
microsoft onnxruntime,"ONNX Runtime: cross-platform, high performance ML inferencing and training accelerator","['C++', 'Python', 'C', 'C#', 'Cuda', 'Assembly', 'Other']",3587,18591,13776,361,864,63,https://github.com/microsoft/onnxruntime
apple ml-stable-diffusion,Stable Diffusion with Core ML on Apple Silicon,"['Python', 'Swift']",1032,17711,127,21,44,7,https://github.com/apple/ml-stable-diffusion
NLP-LOVE ML-NLP,此项目是机器学习(Machine Learning)、深度学习(Deep Learning)、NLP面试中常考到的知识点和代码实现，也是作为一个算法工程师必会的理论基础知识。,"['Jupyter Notebook', 'Python', 'Shell']",4646,17359,302,9,2,0,https://github.com/NLP-LOVE/ML-NLP
dair-ai ML-YouTube-Courses,📺 Discover the latest machine learning / AI courses on YouTube.,[],2082,17046,139,3,16,0,https://github.com/dair-ai/ML-YouTube-Courses
tensorflow tensor2tensor,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,"['Python', 'Jupyter Notebook', 'Other']",3698,16796,4379,15,222,75,https://github.com/tensorflow/tensor2tensor
ddbourgin numpy-ml,"Machine learning, in numpy",['Python'],3787,16211,348,15,13,0,https://github.com/ddbourgin/numpy-ml
dair-ai ml-visuals,🎨 ML Visuals contains figures and templates which you can reuse and customize to improve your scientific writing.,[],1506,16176,44,0,2,0,https://github.com/dair-ai/ml-visuals
mediar-ai screenpipe,"AI app store powered by 24/7 desktop history. open source | 100% local | dev friendly | 24/7 screen, mic recording","['TypeScript', 'Rust', 'MDX', 'Swift', 'JavaScript', 'CSS', 'Other']",1272,16113,3998,27,86,115,https://github.com/mediar-ai/screenpipe
stas00 ml-engineering,Machine Learning Engineering Open Book,"['Python', 'Shell', 'CSS', 'Makefile']",978,15929,1020,1,47,0,https://github.com/stas00/ml-engineering
kubeflow kubeflow,Machine Learning Toolkit for Kubernetes,[],2578,15324,2593,0,298,93,https://github.com/kubeflow/kubeflow
treeverse dvc,🦉 Data Versioning and ML Experiments,['Python'],1259,15168,9518,4,292,560,https://github.com/treeverse/dvc
google-ai-edge gallery,A gallery that showcases on-device ML/GenAI use cases and allows people to try and use models locally.,['Kotlin'],1210,14448,195,19,8,16,https://github.com/google-ai-edge/gallery
DataTalksClub mlops-zoomcamp,Free MLOps course from DataTalks.Club,"['Jupyter Notebook', 'Other']",2768,13767,567,5,113,0,https://github.com/DataTalksClub/mlops-zoomcamp
alibaba MNN,"MNN is a blazing fast, lightweight deep learning framework, battle-tested by business-critical use cases in Alibaba. Full multimodal LLM Android App:[MNN-LLM-Android](./apps/Android/MnnLlmChat/README.md). MNN TaoAvatar Android - Local 3D Avatar Intelligence: apps/Android/Mnn3dAvatar/README.md","['C++', 'C', 'Python', 'Assembly', 'Kotlin', 'Cuda', 'Other']",2126,13646,2414,15,128,58,https://github.com/alibaba/MNN
visenger awesome-mlops,A curated list of references for MLOps,[],1991,13463,309,12,61,0,https://github.com/visenger/awesome-mlops
Unstructured-IO unstructured,"Convert documents to structured data effortlessly. Unstructured is open-source ETL solution for transforming complex documents into clean, structured formats for language models. Visit our website to learn more about our enterprise grade Platform product for production grade workflows, partitioning, enrichments, chunking and embedding.","['HTML', 'Python', 'Shell', 'Rich Text Format', 'Makefile', 'Dockerfile']",1095,13340,1785,50,141,196,https://github.com/Unstructured-IO/unstructured
apache predictionio,"PredictionIO, a machine learning server for developers and ML engineers.","['Scala', 'Shell', 'Python', 'HTML', 'Dockerfile', 'Java', 'Smarty']",1917,12534,4495,17,138,1,https://github.com/apache/predictionio
DataTalksClub machine-learning-zoomcamp,Learn ML engineering for free in 4 months! Register here 👇🏼,"['Jupyter Notebook', 'Other']",2817,12340,1023,1,131,2,https://github.com/DataTalksClub/machine-learning-zoomcamp
dair-ai ML-Papers-of-the-Week,🔥Highlighting the top ML papers every week.,[],753,12128,331,0,9,0,https://github.com/dair-ai/ML-Papers-of-the-Week
deepseek-ai FlashMLA,FlashMLA: Efficient Multi-head Latent Attention Kernels,"['C++', 'Cuda', 'Python', 'C']",910,11892,54,6,14,0,https://github.com/deepseek-ai/FlashMLA
ageron handson-ml3,"A series of Jupyter notebooks that walk you through the fundamentals of Machine Learning and Deep Learning in Python using Scikit-Learn, Keras and TensorFlow 2.",['Jupyter Notebook'],4597,11826,1206,31,71,0,https://github.com/ageron/handson-ml3
ludwig-ai ludwig,"Low-code framework for building custom LLMs, neural networks, and other AI models","['Python', 'Dockerfile']",1219,11621,3861,15,154,51,https://github.com/ludwig-ai/ludwig
rushter MLAlgorithms,Minimal and clean examples of machine learning algorithms implementations,"['Python', 'Dockerfile']",1774,10933,149,0,25,0,https://github.com/rushter/MLAlgorithms
google dopamine,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,"['Jupyter Notebook', 'Python', 'Other']",1391,10824,348,23,7,2,https://github.com/google/dopamine
tensorzero tensorzero,"TensorZero is an open-source stack for industrial-grade LLM applications. It unifies an LLM gateway, observability, optimization, evaluation, and experimentation.","['Rust', 'TypeScript', 'Python', 'Jupyter Notebook', 'Shell', 'Go', 'Other']",739,10648,2657,46,112,94,https://github.com/tensorzero/tensorzero
twitter the-algorithm-ml,Source code for Twitter's Recommendation Algorithm,"['Python', 'Shell']",2233,10418,2,34,0,0,https://github.com/twitter/the-algorithm-ml
Yorko mlcourse.ai,Open Machine Learning Course,"['Python', 'HTML']",5717,10356,96,0,197,1,https://github.com/Yorko/mlcourse.ai
autogluon autogluon,Fast and Accurate ML in 3 Lines of Code,"['Python', 'Other']",1099,9669,2746,28,138,37,https://github.com/autogluon/autogluon
Netflix metaflow,"Build, Manage and Deploy AI/ML Systems","['Python', 'R', 'Svelte', 'HTML', 'Starlark', 'TypeScript', 'Other']",932,9659,1492,97,127,243,https://github.com/Netflix/metaflow
pycaret pycaret,"An open-source, low-code machine learning library in Python","['Jupyter Notebook', 'Python']",1845,9629,5371,34,126,29,https://github.com/pycaret/pycaret
Oneflow-Inc oneflow,"OneFlow is a deep learning framework designed to be user-friendly, scalable and efficient.","['C++', 'Python', 'Cuda', 'C', 'MLIR', 'CMake', 'Other']",1010,9374,9551,180,156,34,https://github.com/Oneflow-Inc/oneflow
dotnet machinelearning,ML.NET is an open source and cross-platform machine learning framework for .NET.,"['C#', 'C++', 'PowerShell', 'Shell', 'CMake', 'Python', 'Other']",1939,9295,3032,7,236,38,https://github.com/dotnet/machinelearning
Stability-AI StableStudio,Community interface for generative AI,"['TypeScript', 'Other']",927,9036,52,15,6,0,https://github.com/Stability-AI/StableStudio
activeloopai deeplake,"Database for AI. Store Vectors, Images, Texts, Videos, etc. Use with LLMs/LangChain. Store, query, version, & visualize any AI data. Stream data in real-time to PyTorch/TensorFlow. https://activeloop.ai",['Python'],695,8924,9227,10,93,255,https://github.com/activeloopai/deeplake
tensorflow tfjs-core,WebGL-accelerated ML // linear algebra // automatic differentiation for JavaScript.,"['TypeScript', 'JavaScript', 'Other']",941,8459,1408,11,123,5,https://github.com/tensorflow/tfjs-core
vaexio vaex,"Out-of-Core hybrid Apache Arrow/NumPy DataFrame for Python, ML, visualization and exploration of big tabular data at a billion rows per second 🚀","['Python', 'JavaScript', 'C++', 'HTML', 'PHP', 'Shell', 'Other']",603,8456,3712,102,67,4,https://github.com/vaexio/vaex
facebookarchive caffe2,"Caffe2 is a lightweight, modular, and scalable deep learning framework.",['Shell'],1923,8401,3680,0,188,4,https://github.com/facebookarchive/caffe2
bentoml BentoML,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!","['Python', 'Shell', 'Jinja', 'Starlark', 'Dockerfile', 'HTML', 'Other']",894,8290,3702,3,232,185,https://github.com/bentoml/BentoML
dair-ai ML-Papers-Explained,Explanation to key concepts in ML,[],662,8124,461,2,6,0,https://github.com/dair-ai/ML-Papers-Explained
ml-explore mlx-examples,Examples in the MLX framework,"['Python', 'Jupyter Notebook', 'Other']",1111,8027,674,12,183,0,https://github.com/ml-explore/mlx-examples
amueller introduction_to_ml_with_python,"Notebooks and code for the book ""Introduction to Machine Learning with Python""","['Jupyter Notebook', 'Python']",4690,7954,106,2,14,0,https://github.com/amueller/introduction_to_ml_with_python
jivoi awesome-ml-for-cybersecurity,Machine Learning for Cyber Security,[],1841,7907,147,17,18,0,https://github.com/jivoi/awesome-ml-for-cybersecurity
apple ml-fastvlm,"This repository contains the official implementation of ""FastVLM: Efficient Vision Encoding for Vision Language Models"" - CVPR 2025","['Python', 'Swift', 'Shell', 'Other']",511,7030,1,7,0,0,https://github.com/apple/ml-fastvlm
evidentlyai evidently,"Evidently is ​​an open-source ML and LLM observability framework. Evaluate, test, and monitor any AI-powered system or data pipeline. From tabular data to Gen AI. 100+ metrics.","['Jupyter Notebook', 'Python', 'TypeScript', 'HTML', 'Makefile', 'JavaScript']",753,6886,2735,17,85,120,https://github.com/evidentlyai/evidently
likedan Awesome-CoreML-Models,Largest list of models for Core ML (for iOS 11+),['Python'],506,6880,151,4,15,0,https://github.com/likedan/Awesome-CoreML-Models
pliang279 awesome-multimodal-ml,Reading list for research topics in multimodal machine learning,[],897,6746,435,4,35,0,https://github.com/pliang279/awesome-multimodal-ml
traceloop openllmetry,"Open-source observability for your GenAI or LLM application, based on OpenTelemetry",['Python'],844,6661,1250,216,102,229,https://github.com/traceloop/openllmetry
postgresml postgresml,Postgres with GPUs for ML/AI apps.,"['Rust', 'JavaScript', 'HTML', 'SCSS', 'Python', 'Shell', 'Other']",352,6631,1814,71,48,63,https://github.com/postgresml/postgresml
flyteorg flyte,"Scalable and flexible workflow orchestration platform that seamlessly unifies data, ML and analytics stacks.","['Go', 'Python', 'Shell', 'Makefile', 'Mustache', 'Smarty']",764,6624,4783,71,307,151,https://github.com/flyteorg/flyte
ml5js ml5-library,Friendly machine learning for the web! 🤖,['JavaScript'],906,6589,2454,67,85,50,https://github.com/ml5js/ml5-library
feast-dev feast,The Open Source Feature Store for AI/ML,"['Python', 'Go', 'TypeScript', 'Java', 'JavaScript', 'Makefile', 'Other']",1180,6513,4236,56,319,127,https://github.com/feast-dev/feast
dair-ai ML-Course-Notes,🎓 Sharing machine learning course / lecture notes.,[],841,6354,61,1,3,0,https://github.com/dair-ai/ML-Course-Notes
tensorflow serving,"A flexible, high-performance serving system for machine learning models","['C++', 'Starlark', 'Python', 'Other']",2203,6334,9177,58,220,122,https://github.com/tensorflow/serving
NeoVertex1 SuperPrompt,SuperPrompt is an attempt to engineer prompts that might help us understand AI agents.,[],584,6316,54,3,11,0,https://github.com/NeoVertex1/SuperPrompt
rustformers llm,"[Unmaintained, see README] An ecosystem of Rust libraries for working with large language models","['Rust', 'Other']",371,6140,1093,0,46,1,https://github.com/rustformers/llm
aimhubio aim,Aim 💫 — An easy-to-use & supercharged open-source experiment tracker.,"['Python', 'Cython', 'JavaScript', 'HTML', 'CSS', 'Shell', 'Other']",362,5896,2264,40,83,71,https://github.com/aimhubio/aim
mlpack mlpack,"mlpack: a fast, header-only C++ machine learning library","['C++', 'C', 'CMake', 'Python', 'Shell', 'Go', 'Other']",1681,5558,30704,13,265,52,https://github.com/mlpack/mlpack
dibgerge ml-coursera-python-assignments,Python assignments for the machine learning class by andrew ng on coursera with complete submission for grading capability and re-written instructions.,"['Jupyter Notebook', 'Python']",2164,5553,51,8,23,0,https://github.com/dibgerge/ml-coursera-python-assignments
dair-ai Mathematics-for-ML,🧮 A collection of resources to learn mathematics for machine learning,[],590,5540,22,0,4,0,https://github.com/dair-ai/Mathematics-for-ML
Tencent MLeaksFinder,Find memory leaks in your iOS app at develop time.,"['Objective-C', 'Ruby']",944,5449,73,8,4,0,https://github.com/Tencent/MLeaksFinder
flashlight flashlight,A C++ standalone library for machine learning,"['C++', 'Jupyter Notebook', 'CMake', 'Python', 'C', 'Cuda', 'Shell']",503,5428,1520,28,55,5,https://github.com/flashlight/flashlight
superduper-io superduper,Superduper: End-to-end framework for building custom AI applications and agents.,"['Python', 'Jupyter Notebook']",530,5231,2681,5,44,86,https://github.com/superduper-io/superduper
microsoft SynapseML,Simple and Distributed Machine Learning,"['Scala', 'Python', 'JavaScript', 'Dockerfile', 'Shell', 'CSS']",853,5189,1730,60,130,70,https://github.com/microsoft/SynapseML
christophM interpretable-ml-book,Book about interpretable machine learning,"['Jupyter Notebook', 'TeX', 'Python', 'R', 'HTML', 'CSS', 'Other']",1085,5153,2123,1,80,4,https://github.com/christophM/interpretable-ml-book
rasbt mlxtend,A library of extension and helper modules for Python's data analysis and machine learning libraries.,"['Python', 'TeX']",889,5086,1661,19,106,32,https://github.com/rasbt/mlxtend
zenml-io zenml,ZenML 🙏: One AI Platform from Pipelines to Agents. https://zenml.io.,"['Python', 'Shell', 'JavaScript', 'Smarty', 'CSS', 'Dockerfile', 'Other']",559,5085,8346,20,128,148,https://github.com/zenml-io/zenml
katanaml sparrow,"Structured data extraction and instruction calling with ML, LLM and Vision LLM","['Python', 'Other']",506,5063,911,0,7,20,https://github.com/katanaml/sparrow
apple coremltools,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.","['Python', 'C++', 'Swift', 'C', 'Objective-C++', 'CMake', 'Other']",739,5058,1266,30,179,45,https://github.com/apple/coremltools
louisfb01 start-machine-learning,"A complete guide to start and improve in machine learning (ML), artificial intelligence (AI) in 2025 without ANY background in the field and stay up-to-date with the latest news and state-of-the-art techniques!",[],669,5057,105,2,3,0,https://github.com/louisfb01/start-machine-learning
apple ml-depth-pro,Depth Pro: Sharp Monocular Metric Depth in Less Than a Second.,"['Python', 'Shell']",383,5050,6,10,3,0,https://github.com/apple/ml-depth-pro
ashleve lightning-hydra-template,PyTorch Lightning + Hydra. A very user-friendly template for ML experimentation. ⚡🔥⚡,"['Python', 'Makefile', 'Shell']",740,5039,442,14,29,14,https://github.com/ashleve/lightning-hydra-template
GaiaNet-AI gaianet-node,"Install, run and deploy your own decentralized AI agent service","['Shell', 'Rust', 'Dockerfile']",329,5009,965,13,27,49,https://github.com/GaiaNet-AI/gaianet-node
MingchaoZhu InterpretableMLBook,《可解释的机器学习--黑盒模型可解释性理解指南》，该书为《Interpretable Machine Learning》中文版,[],688,4905,24,3,0,2,https://github.com/MingchaoZhu/InterpretableMLBook
kelvins awesome-mlops,😎 A curated list of awesome MLOps tools,['Python'],654,4886,440,13,69,0,https://github.com/kelvins/awesome-mlops
Engineer1999 A-Curated-List-of-ML-System-Design-Case-Studies,"This repository contains a curated collection of 300+ case studies from over 80 companies, detailing practical applications and insights into machine learning (ML) system design. The contents are organized to help you easily find relevant case studies based on industry or specific ML use cases.",[],650,4824,10,0,0,0,https://github.com/Engineer1999/A-Curated-List-of-ML-System-Design-Case-Studies
deepjavalibrary djl,An Engine-Agnostic Deep Learning Framework in Java,"['Java', 'Rust', 'C++', 'C', 'Python', 'HTML', 'Other']",735,4711,4443,9,142,37,https://github.com/deepjavalibrary/djl
FluxML Flux.jl,Relax! Flux is the ML library that doesn't make you tensor,['Julia'],617,4684,5027,57,247,113,https://github.com/FluxML/Flux.jl
dotnet machinelearning-samples,"Samples for ML.NET, an open source and cross-platform machine learning framework for .NET.",['PowerShell'],2704,4656,1420,51,95,6,https://github.com/dotnet/machinelearning-samples
makcedward nlpaug,Data augmentation for NLP,"['Jupyter Notebook', 'Python', 'Shell']",473,4633,738,10,30,25,https://github.com/makcedward/nlpaug
yanshengjia ml-road,"Machine Learning and Agentic AI Resources, Practice and Research",['Python'],1656,4535,90,6,0,0,https://github.com/yanshengjia/ml-road
hudson-and-thames mlfinlab,"MlFinLab helps portfolio managers and traders who want to leverage the power of machine learning by providing reproducible, interpretable, and easy to use tools.",['Python'],1229,4453,11,4,22,0,https://github.com/hudson-and-thames/mlfinlab
Kiln-AI Kiln,"Easily build AI systems with Evals, RAG, Agents, fine-tuning, synthetic data, and more.","['Python', 'Svelte', 'TypeScript', 'Shell', 'HTML', 'JavaScript']",323,4452,4285,14,12,26,https://github.com/Kiln-AI/Kiln
jonkrohn ML-foundations,"Machine Learning Foundations: Linear Algebra, Calculus, Statistics & Computer Science",['Jupyter Notebook'],2144,4446,496,5,2,0,https://github.com/jonkrohn/ML-foundations
py-why EconML,ALICE (Automated Learning and Intelligence for Causation and Economics) is a Microsoft Research project aimed at applying Artificial Intelligence concepts to economic decision making. One of its goals is to build a toolkit that combines state-of-the-art machine learning techniques with econometrics in order to bring automation to complex causal …,"['Jupyter Notebook', 'Python', 'Cython', 'Other']",791,4410,558,26,49,34,https://github.com/py-why/EconML
amazon-archives amazon-dsstne,Deep Scalable Sparse Tensor Network Engine (DSSTNE) is an Amazon developed library for building Deep Learning (DL) machine learning (ML) models,"['C++', 'Cuda', 'Java', 'C', 'Python', 'Makefile', 'Other']",726,4403,426,1,37,0,https://github.com/amazon-archives/amazon-dsstne
chiphuyen ml-interviews-book,https://huyenchip.com/ml-interviews-book/,"['HTML', 'Other']",652,4384,148,7,19,0,https://github.com/chiphuyen/ml-interviews-book
zhaochenyang20 Awesome-ML-SYS-Tutorial,My learning notes/codes for ML SYS.,['Python'],265,4352,951,1,53,0,https://github.com/zhaochenyang20/Awesome-ML-SYS-Tutorial
khanhnamle1994 cracking-the-data-science-interview,"A Collection of Cheatsheets, Books, Questions, and Portfolio For DS/ML Interview Prep","['Jupyter Notebook', 'HTML', 'Python', 'R', 'CSS', 'Less']",1172,4329,520,5,3,0,https://github.com/khanhnamle1994/cracking-the-data-science-interview
Azure MachineLearningNotebooks,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft,"['Jupyter Notebook', 'Python', 'Other']",2566,4326,1307,45,59,0,https://github.com/Azure/MachineLearningNotebooks
huggingface text-embeddings-inference,A blazing fast inference solution for text embeddings models,"['Rust', 'Python', 'JavaScript', 'Dockerfile', 'Shell', 'Makefile', 'Nix']",324,4280,303,27,50,29,https://github.com/huggingface/text-embeddings-inference
andrewekhalel MLQuestions,Machine Learning and Computer Vision Engineer - Technical Interview Questions,[],692,4279,34,3,10,0,https://github.com/andrewekhalel/MLQuestions
speedyapply 2026-AI-College-Jobs,2026 AI/ML internship & new graduate job list updated daily,[],169,4171,463,0,2,0,https://github.com/speedyapply/2026-AI-College-Jobs
iterative cml,♾️ CML - Continuous Machine Learning | CI/CD for ML,"['JavaScript', 'Dockerfile', 'HCL']",348,4160,648,3,37,72,https://github.com/iterative/cml
googlesamples mlkit,A collection of sample apps to demonstrate how to use Google's ML Kit APIs on Android and iOS,"['Java', 'Kotlin', 'Objective-C', 'Swift', 'Other']",3061,4054,541,3,16,0,https://github.com/googlesamples/mlkit
FedML-AI FedML,"FEDML - The unified and scalable ML library for large-scale distributed training, model serving, and federated learning. FEDML Launch, a cross-cloud scheduler, further enables running any AI jobs on any GPU cloud or on-premise cluster. Built on this library, TensorOpera AI (https://TensorOpera.ai) is your generative AI platform at scale.","['Python', 'Jupyter Notebook', 'Java', 'Shell', 'C++', 'Dockerfile', 'Other']",761,3986,12120,25,66,7,https://github.com/FedML-AI/FedML
deepchecks deepchecks,"Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all of your AI & ML validation needs, enabling to thoroughly test your data and models from research to production.","['Python', 'Other']",289,3950,1504,5,53,62,https://github.com/deepchecks/deepchecks
snipsco snips-nlu,Snips Python library to extract meaning from text,['Python'],512,3948,2154,2,12,58,https://github.com/snipsco/snips-nlu
armankhondker awesome-ai-ml-resources,Learn AI/ML for beginners with a roadmap and free resources.,[],446,3891,23,2,0,2,https://github.com/armankhondker/awesome-ai-ml-resources
zvtvz zvt,modular quant framework.,"['Python', 'CSS', 'Shell']",950,3864,877,5,55,42,https://github.com/zvtvz/zvt
mahseema awesome-ai-tools,A curated list of Artificial Intelligence Top Tools,[],778,3842,625,89,194,0,https://github.com/mahseema/awesome-ai-tools
apachecn hands-on-ml-zh,📖 [译] Sklearn 与 TensorFlow 机器学习实用指南【版权问题，网站已下线！！】,"['CSS', 'HTML', 'JavaScript', 'Python', 'Shell']",1537,3829,1,0,0,0,https://github.com/apachecn/hands-on-ml-zh
openxla xla,"A machine learning compiler for GPUs, CPUs, and ML accelerators","['C++', 'Starlark', 'MLIR', 'Python', 'C', 'Smarty', 'Other']",705,3763,41524,465,789,0,https://github.com/openxla/xla
johnmyleswhite ML_for_Hackers,"Code accompanying the book ""Machine Learning for Hackers""","['R', 'CSS']",2205,3762,88,13,7,0,https://github.com/johnmyleswhite/ML_for_Hackers
polyaxon polyaxon,MLOps Tools For Managing & Orchestrating The Machine Learning LifeCycle,[],325,3686,10327,2,92,0,https://github.com/polyaxon/polyaxon
apple tensorflow_macos,TensorFlow for macOS 11.0+ accelerated using Apple's ML Compute framework.,['Shell'],306,3669,9,6,5,0,https://github.com/apple/tensorflow_macos
PAIR-code lit,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and framework agnostic interface.,"['TypeScript', 'Python', 'CSS', 'JavaScript', 'Jupyter Notebook', 'Liquid', 'Other']",369,3615,1587,81,38,14,https://github.com/PAIR-code/lit
mrdbourke zero-to-mastery-ml,All course materials for the Zero to Mastery Machine Learning and Data Science course.,['Jupyter Notebook'],3693,3531,414,10,26,0,https://github.com/mrdbourke/zero-to-mastery-ml
ml-tooling ml-workspace,🛠 All-in-one web-based IDE specialized for machine learning and data science.,"['Jupyter Notebook', 'Python', 'JavaScript', 'Shell', 'HTML', 'Dockerfile', 'Lua']",458,3526,847,0,8,4,https://github.com/ml-tooling/ml-workspace
tensorflow hub,A library for transfer learning by reusing parts of TensorFlow models.,"['Python', 'Starlark', 'Shell']",1654,3523,1188,3,102,20,https://github.com/tensorflow/hub
